,vin,stockNum,firstSeen,lastSeen,msrp,askPrice,mileage,isNew,color,interiorColor,brandName,modelName,dealerID,vf_ABS,vf_ActiveSafetySysNote,vf_AdaptiveCruiseControl,vf_AdaptiveDrivingBeam,vf_AdaptiveHeadlights,vf_AdditionalErrorText,vf_AirBagLocCurtain,vf_AirBagLocFront,vf_AirBagLocKnee,vf_AirBagLocSeatCushion,vf_AirBagLocSide,vf_AutoReverseSystem,vf_AutomaticPedestrianAlertingSound,vf_AxleConfiguration,vf_Axles,vf_BasePrice,vf_BatteryA,vf_BatteryA_to,vf_BatteryCells,vf_BatteryInfo,vf_BatteryKWh,vf_BatteryKWh_to,vf_BatteryModules,vf_BatteryPacks,vf_BatteryType,vf_BatteryV,vf_BatteryV_to,vf_BedLengthIN,vf_BedType,vf_BlindSpotMon,vf_BodyCabType,vf_BodyClass,vf_BrakeSystemDesc,vf_BrakeSystemType,vf_BusFloorConfigType,vf_BusLength,vf_BusType,vf_CAN_AACN,vf_CIB,vf_CashForClunkers,vf_ChargerLevel,vf_ChargerPowerKW,vf_CoolingType,vf_CurbWeightLB,vf_CustomMotorcycleType,vf_DaytimeRunningLight,vf_DestinationMarket,vf_DisplacementCC,vf_DisplacementCI,vf_DisplacementL,vf_Doors,vf_DriveType,vf_DriverAssist,vf_DynamicBrakeSupport,vf_EDR,vf_ESC,vf_EVDriveUnit,vf_ElectrificationLevel,vf_EngineConfiguration,vf_EngineCycles,vf_EngineCylinders,vf_EngineHP,vf_EngineHP_to,vf_EngineKW,vf_EngineManufacturer,vf_EngineModel,vf_EntertainmentSystem,vf_ForwardCollisionWarning,vf_FuelInjectionType,vf_FuelTypePrimary,vf_FuelTypeSecondary,vf_GCWR,vf_GCWR_to,vf_GVWR,vf_GVWR_to,vf_KeylessIgnition,vf_LaneDepartureWarning,vf_LaneKeepSystem,vf_LowerBeamHeadlampLightSource,vf_Make,vf_MakeID,vf_Manufacturer,vf_ManufacturerId,vf_Model,vf_ModelID,vf_ModelYear,vf_MotorcycleChassisType,vf_MotorcycleSuspensionType,vf_NCSABodyType,vf_NCSAMake,vf_NCSAMapExcApprovedBy,vf_NCSAMapExcApprovedOn,vf_NCSAMappingException,vf_NCSAModel,vf_NCSANote,vf_Note,vf_OtherBusInfo,vf_OtherEngineInfo,vf_OtherMotorcycleInfo,vf_OtherRestraintSystemInfo,vf_OtherTrailerInfo,vf_ParkAssist,vf_PedestrianAutomaticEmergencyBraking,vf_PlantCity,vf_PlantCompanyName,vf_PlantCountry,vf_PlantState,vf_PossibleValues,vf_Pretensioner,vf_RearCrossTrafficAlert,vf_RearVisibilitySystem,vf_SAEAutomationLevel,vf_SAEAutomationLevel_to,vf_SeatBeltsAll,vf_SeatRows,vf_Seats,vf_SemiautomaticHeadlampBeamSwitching,vf_Series,vf_Series2,vf_SteeringLocation,vf_SuggestedVIN,vf_TPMS,vf_TopSpeedMPH,vf_TrackWidth,vf_TractionControl,vf_TrailerBodyType,vf_TrailerLength,vf_TrailerType,vf_TransmissionSpeeds,vf_TransmissionStyle,vf_Trim,vf_Trim2,vf_Turbo,vf_VIN,vf_ValveTrainDesign,vf_VehicleType,vf_WheelBaseLong,vf_WheelBaseShort,vf_WheelBaseType,vf_WheelSizeFront,vf_WheelSizeRear,vf_Wheels,vf_Windows
339214,bb6d27fdb129ff20885f50b5a6fc969c8811d6d33f67be9c9391c08f461927a7,,2020-03-28,2020-05-21,10871,10871,0,False,,,FORD,Focus,3040,,,,,,,,1st Row (Driver & Passenger),Driver Seat Only,,1st & 2nd Rows,,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Hatchback/Liftback/Notchback,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2000.0,122.04748818946,2.0,5.0,,,,,,,,In-Line,,4.0,160.0,,119.312,Ford,,,,Stoichiometric gasoline direct injection (SGDI),Gasoline,Flexible Fuel Vehicle (FFV),,,,,,,,,FORD,460,FORD MOTOR COMPANY USA,976.0,Focus,1779.0,2016.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,WAYNE,Michigan Assy,UNITED STATES (USA),MICHIGAN,,,,,,,Manual,,,,SE,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,bb6d27fdb129ff20885f50b5a6fc969c8811d6d33f67be9c9391c08f461927a7,,PASSENGER CAR,,,,,,,
2254887,7d6759335aed5cba17798edd5da1afb8766d8e385f21a1f1122db9370deaaab0,,2019-07-03,2019-09-16,57004,52307,0,True,,,FORD,F-450,30135,Standard,,,,,,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),Standard,,,2.0,,,,,,,,,,,,,,,Optional,Regular,Incomplete - Chassis Cab (Single Cab),,Hydraulic,,,,Standard,,,,,,,Not Applicable,Standard,,6800.0,414.96145984417,6.8,,4x2,,Standard,,Standard,,,V-Shaped,,10.0,362.0,,269.9434,Ford,,CD + stereo,,,Gasoline,,,,Class 4: 14001 - 16000 lb (6350 - 7258 kg),,,,,,FORD,460,FORD MOTOR COMPANY USA,976.0,F-450,1807.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,3V,,,,,,JEFFERSON COUNTY,Kentucky Truck,UNITED STATES (USA),KENTUCKY,,,,Standard,,,Manual,1.0,3.0,Standard,,,Left Hand Drive (LHD),,Indirect,,,Standard,Not Applicable,,Not Applicable,6.0,Automatic,Super Duty - Dual Rear Wheel ,,,7d6759335aed5cba17798edd5da1afb8766d8e385f21a1f1122db9370deaaab0,,INCOMPLETE VEHICLE,,141.6,,,,6.0,
2088843,c19f39a25b782291cc25e604d15c4997d3443143bb6f38f9858d2485752ca673,32564,2019-02-13,2019-05-18,25795,21032,0,True,Ingot Silver,Chromite Gray/Charcoal Black,FORD,Escape,35355,Standard,,,,,,,1st Row (Driver & Passenger),Driver Seat Only,,1st & 2nd Rows,Standard,,,2.0,24105.0,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,2500.0,152.55936023683,2.5,4.0,4x2,,Standard,,Standard,,,In-Line,,4.0,171.0,,127.5147,Ford,2.5L I-VCT,,,,Gasoline,Flexible Fuel Vehicle (FFV),,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,,,,FORD,460,FORD MOTOR COMPANY USA,976.0,Escape,1798.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,LOUISVILLE,Louisville Assembly ,UNITED STATES (USA),KENTUCKY,,,,Standard,,,Manual,2.0,5.0,Standard,S,,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,,,,c19f39a25b782291cc25e604d15c4997d3443143bb6f38f9858d2485752ca673,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,105.9,,17.0,17.0,4.0,
2132990,d09295a0a60bbf22416faecd67e462d338dc5d1bfb9d924e8463ce6820e5de56,T116993L,2018-11-20,2018-11-24,4995,4995,118120,False,Bright Silver Metallic,,DODGE,Durango,9496,,,,,,,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,U.S. Canada Mexico Other Export Market (BUX),4700.0,286.81159724524,4.7,4.0,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,8.0,,,,,Magnum,,,,Gasoline,,,,Class 2E: 6001 - 7000 lb (2722 - 3175 kg),,,,,,DODGE,476,FCA US LLC,994.0,Durango,3508.0,2007.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,NEWARK,Newark Assembly,UNITED STATES (USA),DELAWARE,,,,,,,Manual,,,,HB,P (Premium),,,,,,,Not Applicable,,Not Applicable,,,Limited,,,d09295a0a60bbf22416faecd67e462d338dc5d1bfb9d924e8463ce6820e5de56,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
5623562,f32a385fcd1186af340e8a6eafac132faa24ebf18f5491129a34c8378ff93144,8G178928,2018-07-28,2018-07-28,0,0,181828,False,,,FORD,Taurus,14913,,,,,,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3500.0,213.58310433156,3.5,4.0,FWD/Front Wheel Drive,,,,,,,V-Shaped,,6.0,263.0,,196.1191,Ford,,,,,Gasoline,,,,,,,,,,FORD,460,FORD MOTOR COMPANY USA,976.0,Taurus,1782.0,2008.0,Not Applicable,Not Applicable,,,,,,,,,,Duratec ,,,,,,CHICAGO,,UNITED STATES (USA),ILLINOIS,,,,,,,Manual,,,,Limited,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,f32a385fcd1186af340e8a6eafac132faa24ebf18f5491129a34c8378ff93144,,PASSENGER CAR,,,,,,,
1921194,bc0380ba6b4f364439d142d9b59e010461c62c3d97aa2b65e534f2ef44193c36,L5057B,2018-08-01,2018-08-14,0,0,121393,False,Tan,,FORD,Windstar,15848,,,,,,,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Wagon,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,200000.0,12204.7488189464,200.0,4.0,4x2,,,,,,,V-Shaped,,6.0,200.0,,149.14,Ford,,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,FORD,460,FORD MOTOR COMPANY OF CANADA LTD.,977.0,Windstar,5264.0,2001.0,Not Applicable,Not Applicable,,,,,,,,,,EFI,,,,,,OAKVILLE,,CANADA,ONTARIO,,,,,,,Manual,,,,SEL Limited,,,,,,,,Not Applicable,,Not Applicable,,,,,,bc0380ba6b4f364439d142d9b59e010461c62c3d97aa2b65e534f2ef44193c36,Overhead Valve (OHV),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
2341396,6ab8bdae6bee0cd724088a100a4459e357f43f777227dd623856bbf68630e533,20115B,2020-04-30,2020-04-30,14000,14000,0,False,Black Diamond,Dark Charcoal,TOYOTA,FJ Cruiser,22413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wagon,,,Not Applicable,,Not Applicable,,,,,,Water,,Not Applicable,,,4000.0,244.09497637892,4.0,5.0,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,4.0,6.0,,,,Toyota,1GR-FE,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,TOYOTA,448,TOYOTA MOTOR NORTH AMERICA INC,962.0,FJ Cruiser,2463.0,2008.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,HAMURA,Hino Motors Hamura Plant,JAPAN,,,,,,,,,,,,GSJ10L/GSJ15L,,,,Direct,,,,Not Applicable,,Not Applicable,,,S,,,6ab8bdae6bee0cd724088a100a4459e357f43f777227dd623856bbf68630e533,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
4155874,ac35b7bccc21de85ec954a1c5c0a87dee3bd4493146b3a0b83d7e83ca5870c32,T10371,2018-05-18,2018-06-13,19799,17954,87568,False,Silver Sky Metallic,,TOYOTA,Sienna,21130,,,,,,,All Rows,1st Row (Driver & Passenger),Driver Seat Only,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Wagon,,,Not Applicable,,Not Applicable,,,,,,Water,,Not Applicable,,,3456.0,213.58310433156,3.5,5.0,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,6.0,265.0,314.0,197.6105,Toyota,2GR-FE,,,Multipoint Fuel Injection (MPFI),Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,TOYOTA,448,TOYOTA MOTOR MANUFACTURING INDIANA INC.,1087.0,Sienna,2468.0,2011.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,Toyota Motor Manufacturing Indiana Inc.,UNITED STATES (USA),INDIANA,,,,,,,Manual,,,,GSL30L/GSL33L/GSL35L/ASL30L,,,,Direct,,,,Not Applicable,,Not Applicable,,,,Q grade,,ac35b7bccc21de85ec954a1c5c0a87dee3bd4493146b3a0b83d7e83ca5870c32,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
4279024,ea83aab79a956d7d2b9d3e996cdde6c9a9f8f8ffa3a22efdd25843759310ba0e,,2019-02-27,2019-04-20,30810,23724,0,True,,,CHEVROLET,Equinox,894,Standard,,,,,,All Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),Standard,,,2.0,28395.0,,,,,,,,,,,,,,Optional,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,1500.0,91.53561614209,1.5,4.0,FWD/Front Wheel Drive,,Standard,,Standard,,,In-Line,,4.0,,,,,LYX - Direct Injection VVT FGT TURBO ALUM GEN1,,,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,Standard,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Equinox,1847.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,RAMOS ARIZPE,Ramos Arizpe Assembly,MEXICO,COAHUILA,,,,Standard,,,Manual,2.0,5.0,Standard,LT FWD (1LT),,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,,,Yes,ea83aab79a956d7d2b9d3e996cdde6c9a9f8f8ffa3a22efdd25843759310ba0e,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,107.3,,17.0,17.0,4.0,
3981370,298f52e1df06199aa2daacbcbcdeec59e8c07cce02f43231e736a717f96f01b1,G1161A,2018-10-04,2018-10-05,16995,16995,88467,False,Red Obsession,JET BLACK,CADILLAC,ATS,21242,,,,,,,All Rows,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2000.0,122.04748818946,2.0,4.0,AWD/All Wheel Drive,,,,,,,In-Line,,4.0,,,,,LTG,,,Stoichiometric gasoline direct injection (SGDI),Gasoline,Flexible Fuel Vehicle (FFV),,,,,,,,,CADILLAC,469,GENERAL MOTORS LLC,984.0,ATS,1824.0,2014.0,Not Applicable,Not Applicable,,,,,,,,Body type: 4Dr Sedan Notchback ,,Book Code: 0G A.  Aluminum. VVT DCVCP(Double Continuous Variable Cam Phasing) E0-E100.,,,,,,LANSING - GRAND RIVER,GMNA,UNITED STATES (USA),MICHIGAN,,,,,,,Manual,,,,Luxury AWD,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,Yes,298f52e1df06199aa2daacbcbcdeec59e8c07cce02f43231e736a717f96f01b1,Dual Overhead Cam (DOHC),PASSENGER CAR,,,,,,,4.0
478807,deb3c444758ee6256392116a72f4dc59f399b50a31d1d53cc0a9b3ab992cf036,RX26323,2019-07-03,2019-12-04,17739,14385,0,False,NIGHT BLUE METALLIC,BEIGE LEATHER,VOLKSWAGEN,Passat,22349,,,,,,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,1968.0,120.09472837843,1.968,4.0,,,,,,,,,,4.0,150.0,,111.855,Volkswagen,,,,,Diesel,,,,,,,,,,VOLKSWAGEN,482,VOLKSWAGEN GROUP OF AMERICA INC.,1147.0,Passat,3134.0,2015.0,Not Applicable,Not Applicable,,,,,,,,,,Fuel: Diesel (50-St); Federal / California Emission Standard: BIN 5 / ULEV125; Emissions Certification Test Group: FVGAV02.0VAL,,Restraint System: Active - Driver/Passenger; Advanced Front Air Bags,,,,CHATTANOOGA,,UNITED STATES (USA),TENNESSEE,,,,,,,Manual,,,,SEL,,,,Indirect,,,,Not Applicable,,Not Applicable,,,,,,deb3c444758ee6256392116a72f4dc59f399b50a31d1d53cc0a9b3ab992cf036,,PASSENGER CAR,,,,,,,
2337156,e6d4ddc811ba5373632781a18d85b717bab27164e38c822725505e7abdd12d8f,P4852,2019-08-09,2019-11-24,37900,32201,0,False,Agate Black,Ebony Black,FORD,Explorer,22413,Standard,,Optional,Optional,,,,1st Row (Driver & Passenger),Passenger Seat Only,,1st & 2nd & 3rd Rows,Standard,,,2.0,44915.0,,,,,,,,,,,,,,Standard,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,3500.0,213.58310433156,3.5,4.0,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,6.0,290.0,,216.253,Ford,3.5L Ti-VCT,,Standard,,Gasoline,,,,Class 2E: 6001 - 7000 lb (2722 - 3175 kg),,Standard,Optional,Optional,,FORD,460,FORD MOTOR COMPANY USA,976.0,Explorer,1800.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,Optional,,CHICAGO,Chicago Assembly ,UNITED STATES (USA),ILLINOIS,,,,Standard,,,Manual,3.0,7.0,Standard,,,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,Limited,,,e6d4ddc811ba5373632781a18d85b717bab27164e38c822725505e7abdd12d8f,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,112.8,,20.0,20.0,4.0,
155488,02459a7d9182eb21aa23c1304ad11923b03faa42b3e2c6c17474c35ac0acf6d6,0J195291,2019-08-24,2019-09-27,25115,18258,15,True,Black,Ebony,FORD,Fusion,37004,Standard,,,Standard,,,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,1st & 2nd Rows,Standard,,,2.0,24120.0,,,,,,,,,,,,,Not Applicable,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,Standard,Standard,,,,,,Not Applicable,Standard,,181000.0,11045.2976811465,181.0,4.0,,,Standard,,Standard,,,In-Line,,4.0,,,,Ford,,,Standard,,Gasoline,,,,,,Standard,Standard,Standard,,FORD,460,FORD MOTOR COMPANY MEXICO,979.0,Fusion,1780.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Standard,HERMOSILLO,,MEXICO,STATE OF MEXICO,,,,Standard,,,Manual,2.0,5.0,Standard,SE FWD,,Left Hand Drive (LHD),,Direct,155.0,,Standard,Not Applicable,,Not Applicable,,,,,,02459a7d9182eb21aa23c1304ad11923b03faa42b3e2c6c17474c35ac0acf6d6,,PASSENGER CAR,,112.2,,17.0,17.0,4.0,
2734670,d0a49109e04e80b316c5736638040fd2fb45b137b66bee602ad835504c4faf46,DP8154,2018-08-05,2018-08-23,32492,32492,34591,False,White Platinum Metallic Tri-Coat,,FORD,Explorer,22335,Standard,,,,,,,1st Row (Driver & Passenger),Passenger Seat Only,,1st & 2nd & 3rd Rows,Standard,,,2.0,33775.0,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,3500.0,213.58310433156,3.5,4.0,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,V-Shaped,,6.0,290.0,,216.253,Ford,3.5L Ti-VCT,,,,Gasoline,,,,Class 2E: 6001 - 7000 lb (2722 - 3175 kg),,Standard,,,,FORD,460,FORD MOTOR COMPANY USA,976.0,Explorer,1800.0,2017.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,CHICAGO,Chicago Assembly ,UNITED STATES (USA),ILLINOIS,,,,Standard,,,Manual,3.0,7.0,Standard,XLT,,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,,,,d0a49109e04e80b316c5736638040fd2fb45b137b66bee602ad835504c4faf46,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,112.8,,18.0,18.0,4.0,
3731108,ba25e10b7478099a6b5792aa2fc44bef439eed897225b5b06a4cc88c270731d7,LJ666084,2019-09-10,2019-10-30,0,0,0,True,Night Black,Black,MERCEDES-BENZ,GLA-Class,32027,,,,,,,,1st Row (Driver & Passenger),,,1st & 2nd Rows,,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,Not Applicable,,Not Applicable,,,,,,Water,,Not Applicable,,,2000.0,122.04748818946,2.0,4.0,,,,,,,,In-Line,4.0,4.0,208.0,,155.1056,Daimler,270,,,Stoichiometric gasoline direct injection (SGDI),Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,,,,MERCEDES-BENZ,449,MERCEDES-BENZ CARS,1042.0,GLA-Class,2084.0,2020.0,Not Applicable,Not Applicable,,,,,,,,,,,,Seat belts on all outboard designated seating positions are equipped with load limiters and pretensioners,,,,RASTATT,,GERMANY,,,Yes,,,,,Manual,,,,GLA250-4M,,,,Direct,,,,Not Applicable,,Not Applicable,7.0,Automated Manual Transmission (AMT),,,Yes,ba25e10b7478099a6b5792aa2fc44bef439eed897225b5b06a4cc88c270731d7,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
748885,8619c0e28ca16cad32d2acb27aeab9a5b6866b446916e3994bba9b5502b817fe,19560,2018-12-22,2019-11-30,31535,24284,0,True,White Platinum Metallic Tri-Coat,Charcoal Black w Heated Activex-Trimmed Front Buck,FORD,Escape,7540,Standard,,Optional,Optional,,,,1st Row (Driver & Passenger),Driver Seat Only,,1st & 2nd Rows,Standard,,,2.0,29945.0,,,,,,,,,,,,,,Optional,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,,,,,,,Not Applicable,Standard,,1500.0,91.53561614209,1.5,4.0,4WD/4-Wheel Drive/4x4,,Standard,,Standard,,,In-Line,,4.0,170.0,,126.769,Ford,1.5L GTDI Sigma w/Premium Fuel,,Optional,Stoichiometric gasoline direct injection (SGDI),Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,Standard,Optional,Optional,,FORD,460,FORD MOTOR COMPANY USA,976.0,Escape,1798.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Optional,LOUISVILLE,Louisville Assembly ,UNITED STATES (USA),KENTUCKY,,,,Standard,,,Manual,2.0,5.0,Standard,SEL,,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,,,,8619c0e28ca16cad32d2acb27aeab9a5b6866b446916e3994bba9b5502b817fe,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,105.9,,17.0,17.0,4.0,
354473,8faef9d14b82bdb5c2b409d95a33339d53566056b22d06fd60c17f3a4110a6ec,,2020-02-25,2020-02-25,12349,12349,0,False,,,VOLKSWAGEN,Passat,30655,,,,,,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,1984.0,121.071108283,1.984,4.0,,,,,,,,,,4.0,140.0,,104.398,Volkswagen,,,,,Diesel,,,,,,,,,,VOLKSWAGEN,482,VOLKSWAGEN GROUP OF AMERICA INC.,1147.0,Passat,3134.0,2013.0,Not Applicable,Not Applicable,,,,,,,,,,BIN 5 emission. Emissions Certification Test Group: DVWXV02.0U4S,,Active Seat   Belt Advanced Front Air Bags.,,,,CHATTANOOGA,,UNITED STATES (USA),TENNESSEE,,,,,,,Manual,,,,Highline,,,,Indirect,,,,Not Applicable,,Not Applicable,,,,,,8faef9d14b82bdb5c2b409d95a33339d53566056b22d06fd60c17f3a4110a6ec,,PASSENGER CAR,,,,,,,
5163918,250c2b74f388bca7c0dc1186f3ac3bf207d80595c658de2ee3e68ffdb72b7312,,2018-10-12,2018-10-25,49770,41105,0,True,,,CHEVROLET,Silverado,11789,,,,,,,All Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,Crew/ Super Crew/ Crew Max,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,5300.0,323.42584370208,5.3,4.0,4WD/4-Wheel Drive/4x4,,,,,,,,,8.0,,,,GM,L83 - SIDI: Spark Ignited Direct Injection VVT: Variable Valve Timing AFM E85 MAX ALUM,,,,Gasoline,Ethanol (E85),,,Class 2F: 7001 - 8000 lb (3175 - 3629 kg),,,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Silverado,1850.0,2018.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,SILAO,GMNA,MEXICO,,,,,,,,Manual,,,,LT,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,250c2b74f388bca7c0dc1186f3ac3bf207d80595c658de2ee3e68ffdb72b7312,,TRUCK ,,,,,,,
1007745,e58f7c69f7013317b1c95c4c86ae71eb41ff86fc5facbf8c8e763b6b7894579c,,2019-08-24,2020-01-17,39910,33564,0,True,,,GMC,Acadia,24703,,,,,,,All Rows,1st Row (Driver & Passenger),Driver Seat Only,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3600.0,219.68547874103,3.6,4.0,FWD/Front Wheel Drive,,,,,,,V-Shaped,,6.0,,,,,LGX - Direct Injection Variable Valve Timing ALUM GEN 2,,,,Gasoline,,,,Class 2E: 6001 - 7000 lb (2722 - 3175 kg),,,,,,GMC,472,GENERAL MOTORS LLC,984.0,Acadia,1855.0,2020.0,Not Applicable,Not Applicable,,,,,,,,,,,,Front Inboard Seat Side Airbags in First Row,,,,SPRINGHILL,GMNMA,UNITED STATES (USA),TENNESSEE,,,,,,,Manual,,,,SLE1 FWD,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,e58f7c69f7013317b1c95c4c86ae71eb41ff86fc5facbf8c8e763b6b7894579c,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
3588919,c1498698b2542cd823922906d56f36a1031ba9af772ae077eb152f7475ce685f,30083-1,2020-05-23,2020-05-23,20993,20993,0,False,Diamond Black Crystal Pearlcoat,black,JEEP,Cherokee,22341,Standard,,,,,,,1st Row (Driver & Passenger),,,All Rows,Standard,,,2.0,25740.0,,,,,,,,,,,,,,Optional,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,Standard,,3200.0,195.27598110314,3.2,4.0,4x2,,Standard,,Standard,,,V-Shaped,,6.0,271.0,,202.0847,FCA,,,,,Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,Optional,,,,JEEP,483,FCA US LLC,994.0,Cherokee,1945.0,2019.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,BELVIDERE,BELVIDERE ASSEMBLY,UNITED STATES (USA),ILLINOIS,,,,Standard,,,Manual,2.0,5.0,Standard,Latitude (US) Longitude (Bux) North (Can),,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,,,KL,,,c1498698b2542cd823922906d56f36a1031ba9af772ae077eb152f7475ce685f,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,106.5,,17.0,17.0,4.0,
